"parameter","true","point","lwr","upr","covers","time","fail","method","replicate"
"n_iter",NA,1000,1000,1000,NA,6.13099999999986,FALSE,"fixed",51
"mu",1000,19264.9977604859,11808.2677212224,29997.209583766,FALSE,93.7020000000002,FALSE,"adaptive",52
"alpha",1,0.999294473898071,0.804421957490954,1.23722479354506,TRUE,93.7020000000002,FALSE,"adaptive",52
"beta",99,2069.09602934232,1186.54548883143,3408.65925181935,FALSE,93.7020000000002,FALSE,"adaptive",52
"p_hat",0.01,0.000482728723842473,0.000301891375556405,0.000773087716110747,FALSE,93.7020000000002,FALSE,"adaptive",52
"n_iter",NA,20000,19995,20000,NA,93.7020000000002,FALSE,"adaptive",52
"mu",1000,876.000056683676,698.029331594241,1092.42819568033,TRUE,5.67999999999984,FALSE,"fixed",52
"alpha",1,0.978604986756225,0.801466421898657,1.21105854794448,TRUE,5.67999999999984,FALSE,"fixed",52
"beta",99,91.3423053280852,68.0188968277409,123.84255032874,TRUE,5.67999999999984,FALSE,"fixed",52
"p_hat",0.01,0.010600036150195,0.0083477042110979,0.0136368606686335,TRUE,5.67999999999984,FALSE,"fixed",52
"n_iter",NA,1000,1000,1000,NA,5.67999999999984,FALSE,"fixed",52
"mu",1000,19233.8706456805,7655.32975476653,46046.5818453667,FALSE,92.9290000000001,FALSE,"adaptive",53
"alpha",1,0.899761537102185,0.709410701224088,1.11901805703745,TRUE,92.9290000000001,FALSE,"adaptive",53
"beta",99,1794.93458804225,704.109043828998,4406.53497170579,FALSE,92.9290000000001,FALSE,"adaptive",53
"p_hat",0.01,0.000501027022516269,0.000207278070806645,0.00126812568606479,FALSE,92.9290000000001,FALSE,"adaptive",53
"n_iter",NA,20000,20000,20000,NA,92.9290000000001,FALSE,"adaptive",53
"mu",1000,866.904151959896,571.6387741243,1330.54515822848,TRUE,6.5590000000002,FALSE,"fixed",53
"alpha",1,0.882054330767265,0.711372379252835,1.09516511966381,TRUE,6.5590000000002,FALSE,"fixed",53
"beta",99,78.646178544568,50.251730695438,129.117813934738,TRUE,6.5590000000002,FALSE,"fixed",53
"p_hat",0.01,0.0110910842461435,0.00718492350524882,0.0170238987558748,TRUE,6.5590000000002,FALSE,"fixed",53
"n_iter",NA,1000,1000,1000,NA,6.5590000000002,FALSE,"fixed",53
"mu",1000,289.918332705024,1.84785003230498,38685.5439512892,TRUE,9.36000000000013,FALSE,"adaptive",54
"alpha",1,0.841822444570751,0.556830459833797,1.17941865845409,TRUE,9.36000000000013,FALSE,"adaptive",54
"beta",99,26.5314160909554,0.107675173516383,5332.09315466058,TRUE,9.36000000000013,FALSE,"adaptive",54
"p_hat",0.01,0.030753483679989,0.00020692377885721,0.84543008813032,TRUE,9.36000000000013,FALSE,"adaptive",54
"n_iter",NA,406,353,431,NA,9.36000000000013,FALSE,"adaptive",54
"mu",1000,289.630332997111,3.02192706537761,31583.7086937671,TRUE,12.1389999999997,FALSE,"fixed",54
"alpha",1,0.841803710877372,0.594735568357365,1.18319707473774,TRUE,12.1389999999997,FALSE,"fixed",54
"beta",99,26.5042954447677,0.199365465430185,4373.70901804801,TRUE,12.1389999999997,FALSE,"fixed",54
"p_hat",0.01,0.0307833196276405,0.000252083294727658,0.763559876605566,TRUE,12.1389999999997,FALSE,"fixed",54
"n_iter",NA,1000,1000,1000,NA,12.1389999999997,FALSE,"fixed",54
"mu",1000,493.544233290249,0.900719783214091,108043.740187918,TRUE,17.3200000000002,FALSE,"adaptive",55
"alpha",1,1.11002211000302,0.81651225682721,1.46942383621919,TRUE,17.3200000000002,FALSE,"adaptive",55
"beta",99,49.0798340959245,0.0611363054893142,15383.1560926339,TRUE,17.3200000000002,FALSE,"adaptive",55
"p_hat",0.01,0.0221164632440593,9.2965930462961e-05,0.933467094307587,TRUE,17.3200000000002,FALSE,"adaptive",55
"n_iter",NA,646,564,672,NA,17.3200000000002,FALSE,"adaptive",55
"mu",1000,493.430173455435,2.611976123836,303304.442394834,TRUE,21.9560000000001,FALSE,"fixed",55
"alpha",1,1.11000759124492,0.854372920575082,1.53610914139226,TRUE,21.9560000000001,FALSE,"fixed",55
"beta",99,49.0674300025097,0.208958970669281,45386.8595283445,TRUE,21.9560000000001,FALSE,"fixed",55
"p_hat",0.01,0.0221216475865454,3.11366196797198e-05,0.834000118137792,TRUE,21.9560000000001,FALSE,"fixed",55
"n_iter",NA,1000,1000,1000,NA,21.9560000000001,FALSE,"fixed",55
"mu",1000,19203.4968393722,4019.56751751889,95205.5800210276,FALSE,84.1780000000003,FALSE,"adaptive",56
"alpha",1,1.06301678948388,0.874896150749937,1.33995014524851,TRUE,84.1780000000003,FALSE,"adaptive",56
"beta",99,2005.01532218774,399.849671282006,10302.2546363493,FALSE,84.1780000000003,FALSE,"adaptive",56
"p_hat",0.01,0.000529897945075189,0.000106106472563501,0.00255414814865945,FALSE,84.1780000000003,FALSE,"adaptive",56
"n_iter",NA,20000,20000,20000,NA,84.1780000000003,FALSE,"adaptive",56
"mu",1000,864.288173608088,497.232862874331,1518.02761856609,TRUE,6.42700000000013,FALSE,"fixed",56
"alpha",1,1.04378276354681,0.843174493027714,1.31202909928021,TRUE,6.42700000000013,FALSE,"fixed",56
"beta",99,87.7575313316497,47.9300201759118,154.726421190116,TRUE,6.42700000000013,FALSE,"fixed",56
"p_hat",0.01,0.0117541364582495,0.00680046564284328,0.0206785461748901,TRUE,6.42700000000013,FALSE,"fixed",56
"n_iter",NA,1000,1000,1000,NA,6.42700000000013,FALSE,"fixed",56
"mu",1000,76.9068562116967,38.0135803064947,167.383655381618,FALSE,0.826000000000022,FALSE,"adaptive",57
"alpha",1,0.824546847346468,0.580586702129572,1.12722454883467,TRUE,0.826000000000022,FALSE,"adaptive",57
"beta",99,5.63521640192802,2.03676327655612,16.9680309530869,FALSE,0.826000000000022,FALSE,"adaptive",57
"p_hat",0.01,0.127643508829689,0.058646488907739,0.243484110866366,FALSE,0.826000000000022,FALSE,"adaptive",57
"n_iter",NA,132,98,154,NA,0.826000000000022,FALSE,"adaptive",57
"mu",1000,76.892563046916,35.4264089137038,166.751605284319,FALSE,5.60500000000002,FALSE,"fixed",57
"alpha",1,0.824540352868966,0.58632744645361,1.17476245269707,TRUE,5.60500000000002,FALSE,"fixed",57
"beta",99,5.63407286160302,1.74551249690861,18.5779046847454,FALSE,5.60500000000002,FALSE,"fixed",57
"p_hat",0.01,0.127665231759257,0.0580863258045989,0.254028343987559,FALSE,5.60500000000002,FALSE,"fixed",57
"n_iter",NA,1000,1000,1000,NA,5.60500000000002,FALSE,"fixed",57
"mu",1000,830.942077207449,0.000676048308606308,145914794.062829,TRUE,30.1799999999998,FALSE,"adaptive",58
"alpha",1,0.917802428549978,0.657860612251561,1.2586183178816,TRUE,30.1799999999998,FALSE,"adaptive",58
"beta",99,74.6182117117898,3.88020782982364e-05,17920046.7861173,TRUE,30.1799999999998,FALSE,"adaptive",58
"p_hat",0.01,0.0121505276522107,6.46528821335766e-08,0.999942837982798,TRUE,30.1799999999998,FALSE,"adaptive",58
"n_iter",NA,1030.5,972,1061,NA,30.1799999999998,FALSE,"adaptive",58
"mu",1000,826.401868959998,0.0574063619731012,12900298.3817608,TRUE,34.8969999999999,FALSE,"fixed",58
"alpha",1,0.917756459230201,0.668829344094886,1.27635842083906,TRUE,34.8969999999999,FALSE,"fixed",58
"beta",99,74.2072987767928,0.00380848050818534,1585442.9389986,TRUE,34.8969999999999,FALSE,"fixed",58
"p_hat",0.01,0.0122163831540204,7.81988808180769e-07,0.99469908634144,TRUE,34.8969999999999,FALSE,"fixed",58
"n_iter",NA,1000,1000,1000,NA,34.8969999999999,FALSE,"fixed",58
"mu",1000,102.707584081552,36.4195493584425,280.246683026115,FALSE,0.984999999999673,FALSE,"adaptive",59
"alpha",1,0.779451025026184,0.574176880664575,1.0925824053957,TRUE,0.984999999999673,FALSE,"adaptive",59
"beta",99,8.5809831434319,2.22562546686483,31.4693820838754,FALSE,0.984999999999673,FALSE,"adaptive",59
"p_hat",0.01,0.0832708196007302,0.0304916312724255,0.219832898366723,FALSE,0.984999999999673,FALSE,"adaptive",59
"n_iter",NA,167.5,118,191,NA,0.984999999999673,FALSE,"adaptive",59
"mu",1000,102.637919689806,36.0471758169089,318.467781434297,FALSE,5.39400000000023,FALSE,"fixed",59
"alpha",1,0.779400851677981,0.570030445318307,1.08000347805305,TRUE,5.39400000000023,FALSE,"fixed",59
"beta",99,8.57466632656352,2.27259803038994,33.3167323344833,FALSE,5.39400000000023,FALSE,"fixed",59
"p_hat",0.01,0.0833221353691949,0.0268973054486176,0.210261634040797,FALSE,5.39400000000023,FALSE,"fixed",59
"n_iter",NA,1000,1000,1000,NA,5.39400000000023,FALSE,"fixed",59
"mu",1000,294.565828636296,6.54491709321579,9175.50917797684,TRUE,6.3159999999998,FALSE,"adaptive",60
"alpha",1,0.948150047403081,0.701400605639927,1.27593914132102,TRUE,6.3159999999998,FALSE,"adaptive",60
"beta",99,26.037841356852,0.388020763953149,1069.07427563744,TRUE,6.3159999999998,FALSE,"adaptive",60
"p_hat",0.01,0.0351348977030201,0.00105991013153586,0.638599937592772,TRUE,6.3159999999998,FALSE,"adaptive",60
"n_iter",NA,410,356,436,NA,6.3159999999998,FALSE,"adaptive",60
"mu",1000,294.596336996202,5.4178581632179,11481.4356516275,TRUE,10.6560000000004,FALSE,"fixed",60
"alpha",1,0.94815998293124,0.684180592554427,1.26315999947361,TRUE,10.6560000000004,FALSE,"fixed",60
"beta",99,26.0408625498052,0.341116084524979,1364.86082874912,TRUE,10.6560000000004,FALSE,"fixed",60
"p_hat",0.01,0.0351313198461029,0.000849854352528231,0.695545320646311,TRUE,10.6560000000004,FALSE,"fixed",60
"n_iter",NA,1000,1000,1000,NA,10.6560000000004,FALSE,"fixed",60
"mu",1000,19228.4025846113,7157.11828349975,47608.8243979838,FALSE,89.1859999999997,FALSE,"adaptive",61
"alpha",1,0.982731500131003,0.772818003475529,1.20987824697677,TRUE,89.1859999999997,FALSE,"adaptive",61
"beta",99,1852.69844471039,635.820136720911,4883.44592696558,FALSE,89.1859999999997,FALSE,"adaptive",61
"p_hat",0.01,0.000530151307971957,0.000219009012673044,0.00141761700741194,FALSE,89.1859999999997,FALSE,"adaptive",61
"n_iter",NA,20000,20000,20000,NA,89.1859999999997,FALSE,"adaptive",61
"mu",1000,866.98524332179,559.951280899627,1337.14555664615,TRUE,6.07099999999991,FALSE,"fixed",61
"alpha",1,0.963642104404427,0.79346242205264,1.18498734541218,TRUE,6.07099999999991,FALSE,"fixed",61
"beta",99,81.159291872505,50.4346299535879,130.892986360766,TRUE,6.07099999999991,FALSE,"fixed",61
"p_hat",0.01,0.0117341412165739,0.00754618256133829,0.017949541218919,TRUE,6.07099999999991,FALSE,"fixed",61
"n_iter",NA,1000,1000,1000,NA,6.07099999999991,FALSE,"fixed",61
"mu",1000,120.621802102823,38.8955097121567,418.110375628275,FALSE,1.346,FALSE,"adaptive",62
"alpha",1,0.812659786448966,0.599884325644535,1.12111741575771,TRUE,1.346,FALSE,"adaptive",62
"beta",99,8.99844711374391,2.00466494628098,45.5981071600794,FALSE,1.346,FALSE,"adaptive",62
"p_hat",0.01,0.0828305913610002,0.0225661397670476,0.242249887513545,FALSE,1.346,FALSE,"adaptive",62
"n_iter",NA,190,144,215,NA,1.346,FALSE,"adaptive",62
"mu",1000,120.644552193565,30.227461021006,422.625582983744,FALSE,6.0010000000002,FALSE,"fixed",62
"alpha",1,0.812761506557025,0.580897621974137,1.14907082752393,TRUE,6.0010000000002,FALSE,"fixed",62
"beta",99,9.00140903282367,1.67179515235822,46.1227047851955,FALSE,6.0010000000002,FALSE,"fixed",62
"p_hat",0.01,0.0828150991768188,0.022672599707642,0.278026476587283,FALSE,6.0010000000002,FALSE,"fixed",62
"n_iter",NA,1000,1000,1000,NA,6.0010000000002,FALSE,"fixed",62
"mu",1000,125.930307655418,28.8443242758751,528.159409854828,FALSE,1.37999999999965,FALSE,"adaptive",63
"alpha",1,0.831363369471466,0.582721848169312,1.18156834652465,TRUE,1.37999999999965,FALSE,"adaptive",63
"beta",99,9.56449597005158,1.46609881589576,56.8995189056927,FALSE,1.37999999999965,FALSE,"adaptive",63
"p_hat",0.01,0.0799706250651914,0.0175035597385868,0.293504454406346,FALSE,1.37999999999965,FALSE,"adaptive",63
"n_iter",NA,197,153,222,NA,1.37999999999965,FALSE,"adaptive",63
"mu",1000,125.827064349503,30.5402476198371,575.01218224094,FALSE,6.11599999999999,FALSE,"fixed",63
"alpha",1,0.83115595778622,0.576919832131803,1.15444545102742,TRUE,6.11599999999999,FALSE,"fixed",63
"beta",99,9.55334002040436,1.61154348791929,59.8640056983158,FALSE,6.11599999999999,FALSE,"fixed",63
"p_hat",0.01,0.0800381606899175,0.0173597771918639,0.278759651461713,FALSE,6.11599999999999,FALSE,"fixed",63
"n_iter",NA,1000,1000,1000,NA,6.11599999999999,FALSE,"fixed",63
"mu",1000,220.730241687462,9.66647696871235,5195.83163830997,TRUE,4.29599999999982,FALSE,"adaptive",64
"alpha",1,1.05656386477939,0.750713994419802,1.44319090289003,TRUE,4.29599999999982,FALSE,"adaptive",64
"beta",99,22.7416637040558,0.617952308876365,733.205041568076,TRUE,4.29599999999982,FALSE,"adaptive",64
"p_hat",0.01,0.0443967460065389,0.00179111558263171,0.541955359589196,TRUE,4.29599999999982,FALSE,"adaptive",64
"n_iter",NA,318.5,281,344,NA,4.29599999999982,FALSE,"adaptive",64
"mu",1000,220.887248204464,9.53176123345726,3959.68694715154,TRUE,7.49199999999973,FALSE,"fixed",64
"alpha",1,1.05648780944074,0.763340774581332,1.45581250366469,TRUE,7.49199999999973,FALSE,"fixed",64
"beta",99,22.7572174653677,0.643295577287957,557.983151276118,TRUE,7.49199999999973,FALSE,"fixed",64
"p_hat",0.01,0.044364696600086,0.00230700268770617,0.549228450833547,TRUE,7.49199999999973,FALSE,"fixed",64
"n_iter",NA,1000,1000,1000,NA,7.49199999999973,FALSE,"fixed",64
"mu",1000,19237.4434450621,7947.16034992938,45691.5228118696,FALSE,93.319,FALSE,"adaptive",65
"alpha",1,1.10489456818058,0.913875854501303,1.35362666960844,TRUE,93.319,FALSE,"adaptive",65
"beta",99,2111.08745358153,842.782368957227,4935.62999869929,FALSE,93.319,FALSE,"adaptive",65
"p_hat",0.01,0.000523103196140483,0.000221728523001489,0.00128739832513209,FALSE,93.319,FALSE,"adaptive",65
"n_iter",NA,20000,20000,20000,NA,93.319,FALSE,"adaptive",65
"mu",1000,869.181244533902,595.520052894861,1225.89070875698,TRUE,6.74499999999989,FALSE,"fixed",65
"alpha",1,1.08470282684221,0.883252894608586,1.32220441676668,TRUE,6.74499999999989,FALSE,"fixed",65
"beta",99,92.7387282062851,60.0292068839977,141.094524292079,TRUE,6.74499999999989,FALSE,"fixed",65
"p_hat",0.01,0.0115611080824706,0.00806890534383956,0.0168979650776677,TRUE,6.74499999999989,FALSE,"fixed",65
"n_iter",NA,1000,1000,1000,NA,6.74499999999989,FALSE,"fixed",65
"mu",1000,418.548933903607,2.14762350987521,56042.5346436928,TRUE,13.0520000000001,FALSE,"adaptive",66
"alpha",1,0.961669438123089,0.698334061263508,1.30493881148008,TRUE,13.0520000000001,FALSE,"adaptive",66
"beta",99,37.2611140258251,0.140039918624738,7268.7504986211,TRUE,13.0520000000001,FALSE,"adaptive",66
"p_hat",0.01,0.0251595867954027,0.000172767651568669,0.847494167667296,TRUE,13.0520000000001,FALSE,"adaptive",66
"n_iter",NA,557.5,473,585,NA,13.0520000000001,FALSE,"adaptive",66
"mu",1000,418.991031078058,2.78343694127574,42128.4811402542,TRUE,15.0129999999999,FALSE,"fixed",66
"alpha",1,0.961761654276162,0.72396994179189,1.27868376901432,TRUE,15.0129999999999,FALSE,"fixed",66
"beta",99,37.3048016391059,0.17723002482534,4743.76319013928,TRUE,15.0129999999999,FALSE,"fixed",66
"p_hat",0.01,0.0251332121701792,0.000220395156258283,0.8104367582379,TRUE,15.0129999999999,FALSE,"fixed",66
"n_iter",NA,1000,1000,1000,NA,15.0129999999999,FALSE,"fixed",66
"mu",1000,508.665743879338,0.222736229785151,1112287.6749266,TRUE,21.9520000000002,FALSE,"adaptive",67
"alpha",1,1.00870310137096,0.716961997062914,1.38847060861087,TRUE,21.9520000000002,FALSE,"adaptive",67
"beta",99,47.0624547166303,0.012854431704993,143036.529259746,TRUE,21.9520000000002,FALSE,"adaptive",67
"p_hat",0.01,0.0209835407998687,8.70373988313059e-06,0.982330246052537,TRUE,21.9520000000002,FALSE,"adaptive",67
"n_iter",NA,663,612,691,NA,21.9520000000002,FALSE,"adaptive",67
"mu",1000,509.761726247564,0.12781048521134,1567028.78962721,TRUE,28.8879999999999,FALSE,"fixed",67
"alpha",1,1.00877449365458,0.701080057708181,1.4355866385794,TRUE,28.8879999999999,FALSE,"fixed",67
"beta",99,47.1682508956584,0.0074535004249866,199685.739150391,TRUE,28.8879999999999,FALSE,"fixed",67
"p_hat",0.01,0.0209389119710648,6.02085904816043e-06,0.990065989718588,TRUE,28.8879999999999,FALSE,"fixed",67
"n_iter",NA,1000,1000,1000,NA,28.8879999999999,FALSE,"fixed",67
"mu",1000,124.167213690907,23.2102681771676,599.031832639005,FALSE,1.41899999999987,FALSE,"adaptive",68
"alpha",1,1.02988291865991,0.768584000530834,1.43903117949503,TRUE,1.41899999999987,FALSE,"adaptive",68
"beta",99,11.8462064409717,1.60634515209003,86.0803167705411,FALSE,1.41899999999987,FALSE,"adaptive",68
"p_hat",0.01,0.0799841388091585,0.0150294316567301,0.343420841201637,FALSE,1.41899999999987,FALSE,"adaptive",68
"n_iter",NA,196.5,156,219,NA,1.41899999999987,FALSE,"adaptive",68
"mu",1000,124.02728021104,20.6865510930908,632.955670670903,FALSE,5.70800000000008,FALSE,"fixed",68
"alpha",1,1.02975996765226,0.75115126008755,1.40432345918386,TRUE,5.70800000000008,FALSE,"fixed",68
"beta",99,11.8304618967892,1.19619038833997,88.0023905072834,FALSE,5.70800000000008,FALSE,"fixed",68
"p_hat",0.01,0.0800732661152255,0.0151432005155118,0.376143544045604,FALSE,5.70800000000008,FALSE,"fixed",68
"n_iter",NA,1000,1000,1000,NA,5.70800000000008,FALSE,"fixed",68
"mu",1000,1081.70444757132,9.89336830858672e-08,586732823974.605,TRUE,38.6259999999997,FALSE,"adaptive",69
"alpha",1,1.26290869923367,0.903891250041393,1.78648710010899,TRUE,38.6259999999997,FALSE,"adaptive",69
"beta",99,127.652090804304,6.91908472315135e-09,119906718209.325,TRUE,38.6259999999997,FALSE,"adaptive",69
"p_hat",0.01,0.00979644497612567,1.6545734315041e-11,0.999999992815524,TRUE,38.6259999999997,FALSE,"adaptive",69
"n_iter",NA,1311.5,1266,1340,NA,38.6259999999997,FALSE,"adaptive",69
"mu",1000,845.187332653045,37.1939444420223,18360.2192556406,TRUE,14.203,FALSE,"fixed",69
"alpha",1,1.25789671064412,1.01854425509156,1.52290600093164,FALSE,14.203,FALSE,"fixed",69
"beta",99,99.0986606804172,3.62518308563356,2567.65556852469,TRUE,14.203,FALSE,"fixed",69
"p_hat",0.01,0.0125342752217222,0.000551064629941044,0.228573403213042,TRUE,14.203,FALSE,"fixed",69
"n_iter",NA,1000,1000,1000,NA,14.203,FALSE,"fixed",69
"mu",1000,190.819347326284,11.1354999186326,5076.87939168358,TRUE,4.19399999999996,FALSE,"adaptive",70
"alpha",1,0.987466978472527,0.703252407729754,1.45059218300687,TRUE,4.19399999999996,FALSE,"adaptive",70
"beta",99,19.2544900184351,0.756610166649601,813.841231693582,TRUE,4.19399999999996,FALSE,"adaptive",70
"p_hat",0.01,0.0487831773688374,0.00162046666585043,0.505818510465345,TRUE,4.19399999999996,FALSE,"adaptive",70
"n_iter",NA,283,251,307,NA,4.19399999999996,FALSE,"adaptive",70
"mu",1000,190.988603977439,8.69874257031318,4055.84339206158,TRUE,7.05200000000013,FALSE,"fixed",70
"alpha",1,0.987513549195955,0.680688174703983,1.3839880004877,TRUE,7.05200000000013,FALSE,"fixed",70
"beta",99,19.2730428782601,0.551294640718375,573.026156348267,TRUE,7.05200000000013,FALSE,"fixed",70
"p_hat",0.01,0.0487406924252944,0.00202632048495177,0.563079171597126,TRUE,7.05200000000013,FALSE,"fixed",70
"n_iter",NA,1000,1000,1000,NA,7.05200000000013,FALSE,"fixed",70
"mu",1000,19191.6869005337,2224.90052849658,149153.088764798,FALSE,74.1169999999997,FALSE,"adaptive",71
"alpha",1,0.998426071828589,0.79179203418438,1.25696643851152,TRUE,74.1169999999997,FALSE,"adaptive",71
"beta",99,2235.35560690309,246.001247933829,15359.9259972285,FALSE,74.1169999999997,FALSE,"adaptive",71
"p_hat",0.01,0.000446452599680932,6.08244922654993e-05,0.00402822040642581,FALSE,74.1169999999997,FALSE,"adaptive",71
"n_iter",NA,20000,20000,20000,NA,74.1169999999997,FALSE,"adaptive",71
"mu",1000,860.674855285033,455.751182816624,1693.79473141879,TRUE,6.10599999999977,FALSE,"fixed",71
"alpha",1,0.981720270965239,0.792489167582911,1.22900860714602,TRUE,6.10599999999977,FALSE,"fixed",71
"beta",99,97.8221518852781,47.927622866949,200.128246922464,TRUE,6.10599999999977,FALSE,"fixed",71
"p_hat",0.01,0.00993605057717573,0.00494764594041304,0.0189958857781323,TRUE,6.10599999999977,FALSE,"fixed",71
"n_iter",NA,1000,1000,1000,NA,6.10599999999977,FALSE,"fixed",71
"mu",1000,214.244060777133,17.4973166601242,3348.13110507045,TRUE,3.46399999999994,FALSE,"adaptive",72
"alpha",1,0.985812981087666,0.723342774384651,1.33806882176802,TRUE,3.46399999999994,FALSE,"adaptive",72
"beta",99,19.2081910726882,1.23667688409561,409.316663287246,TRUE,3.46399999999994,FALSE,"adaptive",72
"p_hat",0.01,0.0488171131620298,0.00276442322612624,0.406338211371066,TRUE,3.46399999999994,FALSE,"adaptive",72
"n_iter",NA,310.5,261,336,NA,3.46399999999994,FALSE,"adaptive",72
"mu",1000,214.565501659054,14.7282802772606,2693.31296613954,TRUE,6.74200000000019,FALSE,"fixed",72
"alpha",1,0.985939458132245,0.721971192411338,1.33803395861125,TRUE,6.74200000000019,FALSE,"fixed",72
"beta",99,19.2406450050352,0.945236254636073,338.477020935308,TRUE,6.74200000000019,FALSE,"fixed",72
"p_hat",0.01,0.0487447329492352,0.00371832142210273,0.46705052790387,TRUE,6.74200000000019,FALSE,"fixed",72
"n_iter",NA,1000,1000,1000,NA,6.74200000000019,FALSE,"fixed",72
"mu",1000,1375.76183189436,1.03246931372238e-05,92634484590.7807,TRUE,34.0369999999998,FALSE,"adaptive",73
"alpha",1,1.19364926801665,0.897703052845535,1.5877879031591,TRUE,34.0369999999998,FALSE,"adaptive",73
"beta",99,159.748689621348,9.00831664015977e-07,14454251648.3665,TRUE,34.0369999999998,FALSE,"adaptive",73
"p_hat",0.01,0.00741662682581733,9.6909872842017e-11,0.999999087971269,TRUE,34.0369999999998,FALSE,"adaptive",73
"n_iter",NA,1638.5,1545,1666,NA,34.0369999999998,FALSE,"adaptive",73
"mu",1000,852.879084740447,213.446433900589,3496.80380220095,TRUE,7.34899999999971,FALSE,"fixed",73
"alpha",1,1.18539437967346,0.962630271218385,1.45554156766808,TRUE,7.34899999999971,FALSE,"fixed",73
"beta",99,97.9539270471982,22.9283153407338,449.953937896873,TRUE,7.34899999999971,FALSE,"fixed",73
"p_hat",0.01,0.0119568538760662,0.00293684346981238,0.0471592798945998,TRUE,7.34899999999971,FALSE,"fixed",73
"n_iter",NA,1000,1000,1000,NA,7.34899999999971,FALSE,"fixed",73
"mu",1000,79.0484484430408,32.3957241206592,178.457180575053,FALSE,0.842000000000098,FALSE,"adaptive",74
"alpha",1,0.801724337991114,0.544757328586757,1.10072680848801,TRUE,0.842000000000098,FALSE,"adaptive",74
"beta",99,6.19346782528384,1.72580055439269,19.347296044733,FALSE,0.842000000000098,FALSE,"adaptive",74
"p_hat",0.01,0.114610766834998,0.0521140374298057,0.258103889323219,FALSE,0.842000000000098,FALSE,"adaptive",74
"n_iter",NA,135,106,158,NA,0.842000000000098,FALSE,"adaptive",74
"mu",1000,79.0106689405815,34.6544190368679,190.711650799298,FALSE,5.38099999999986,FALSE,"fixed",74
"alpha",1,0.801473130401361,0.553277180580273,1.13088834666303,TRUE,5.38099999999986,FALSE,"fixed",74
"beta",99,6.18855475325648,1.95199301536916,20.3966055890618,FALSE,5.38099999999986,FALSE,"fixed",74
"p_hat",0.01,0.114659504045062,0.046758771007719,0.23967139330965,FALSE,5.38099999999986,FALSE,"fixed",74
"n_iter",NA,1000,1000,1000,NA,5.38099999999986,FALSE,"fixed",74
"mu",1000,19242.150327751,8467.43350286851,42633.449986795,FALSE,83.9160000000002,FALSE,"adaptive",75
"alpha",1,1.12389074890152,0.920179258089822,1.34725653007191,TRUE,83.9160000000002,FALSE,"adaptive",75
"beta",99,2171.92841059009,947.052975534893,4818.39716301117,FALSE,83.9160000000002,FALSE,"adaptive",75
"p_hat",0.01,0.000517194523210047,0.000224580229849214,0.00116496520082402,FALSE,83.9160000000002,FALSE,"adaptive",75
"n_iter",NA,20000,20000,20000,NA,83.9160000000002,FALSE,"adaptive",75
"mu",1000,867.399419335283,555.057855632185,1293.14873412934,TRUE,5.76000000000022,FALSE,"fixed",75
"alpha",1,1.10379870166962,0.904210899400961,1.35594074745331,TRUE,5.76000000000022,FALSE,"fixed",75
"beta",99,95.2435921433118,56.1880043791216,152.110687059209,TRUE,5.76000000000022,FALSE,"fixed",75
"p_hat",0.01,0.011456446220174,0.00746999261945492,0.0179970152995165,TRUE,5.76000000000022,FALSE,"fixed",75
"n_iter",NA,1000,1000,1000,NA,5.76000000000022,FALSE,"fixed",75
"mu",1000,213.026857187001,12.5546388584534,2665.63334512971,TRUE,3.41100000000006,FALSE,"adaptive",76
"alpha",1,0.931262745850468,0.68540671845474,1.31043708086639,TRUE,3.41100000000006,FALSE,"adaptive",76
"beta",99,17.7254315135791,0.684637861146829,301.796866715924,TRUE,3.41100000000006,FALSE,"adaptive",76
"p_hat",0.01,0.0499157424622415,0.00358631403479792,0.506994997927987,TRUE,3.41100000000006,FALSE,"adaptive",76
"n_iter",NA,309.5,257,335,NA,3.41100000000006,FALSE,"adaptive",76
"mu",1000,213.006874362419,11.9745285658738,2488.52171807161,TRUE,6.73599999999988,FALSE,"fixed",76
"alpha",1,0.931191868096063,0.685568004156294,1.30526122969913,TRUE,6.73599999999988,FALSE,"fixed",76
"beta",99,17.7227425653931,0.743982735737656,314.393442136928,TRUE,6.73599999999988,FALSE,"fixed",76
"p_hat",0.01,0.0499193278188168,0.00400426917029531,0.510730594130379,TRUE,6.73599999999988,FALSE,"fixed",76
"n_iter",NA,1000,1000,1000,NA,6.73599999999988,FALSE,"fixed",76
"mu",1000,19243.0047916695,9656.64710565694,43323.4769668237,FALSE,100.392,FALSE,"adaptive",77
"alpha",1,1.19819579144115,0.982921293955849,1.48495576937102,TRUE,100.392,FALSE,"adaptive",77
"beta",99,2129.1179728618,1053.0519550785,4760.3450186378,FALSE,100.392,FALSE,"adaptive",77
"p_hat",0.01,0.000562449747634708,0.0002483539719392,0.00115526466030712,FALSE,100.392,FALSE,"adaptive",77
"n_iter",NA,20000,20000,20000,NA,100.392,FALSE,"adaptive",77
"mu",1000,870.857226927355,605.488488129594,1190.30740742791,TRUE,6.73099999999977,FALSE,"fixed",77
"alpha",1,1.17610825072534,0.950097385726399,1.44265124572652,TRUE,6.73099999999977,FALSE,"fixed",77
"beta",99,93.5664890546149,61.0078486698438,136.386383996991,TRUE,6.73099999999977,FALSE,"fixed",77
"p_hat",0.01,0.0124137218545417,0.00906983959111167,0.0178255915827313,TRUE,6.73099999999977,FALSE,"fixed",77
