"parameter","true","point","lwr","upr","covers","time","fail","method","replicate"
"beta",99,170.736624870629,3.14372495918004e-10,6110702129841681,TRUE,35.4639999999999,FALSE,"adaptive",126
"p_hat",0.01,0.0054838465441077,2.30560876365286e-16,0.999999999585321,TRUE,35.4639999999999,FALSE,"adaptive",126
"n_iter",NA,1892,1830,1925,NA,35.4639999999999,FALSE,"adaptive",126
"mu",1000,849.532988271561,150.134356724384,4645.89886651551,TRUE,8.41100000000006,FALSE,"fixed",126
"alpha",1,0.933191266373244,0.724201218320654,1.15225640616158,TRUE,8.41100000000006,FALSE,"fixed",126
"beta",99,89.0048613430718,15.4138638197681,548.589199029382,TRUE,8.41100000000006,FALSE,"fixed",126
"p_hat",0.01,0.0103759336487484,0.00189505764287522,0.0551338899473449,TRUE,8.41100000000006,FALSE,"fixed",126
"n_iter",NA,1000,1000,1000,NA,8.41100000000006,FALSE,"fixed",126
"mu",1000,570.605752363719,0.280489806081993,519092.318009602,TRUE,23.6280000000006,FALSE,"adaptive",127
"alpha",1,0.933492475405223,0.671833865797147,1.23063137513038,TRUE,23.6280000000006,FALSE,"adaptive",127
"beta",99,50.6033150016758,0.0188081080384494,59797.6770692178,TRUE,23.6280000000006,FALSE,"adaptive",127
"p_hat",0.01,0.0181131218851761,1.81456038908937e-05,0.976006022647848,TRUE,23.6280000000006,FALSE,"adaptive",127
"n_iter",NA,735,665,763,NA,23.6280000000006,FALSE,"adaptive",127
"mu",1000,572.192281566225,0.501560771595858,1253596.13110117,TRUE,24.2200000000003,FALSE,"fixed",127
"alpha",1,0.933560450529464,0.654672968737944,1.3022123995543,TRUE,24.2200000000003,FALSE,"fixed",127
"beta",99,50.7521132149979,0.0296632245573259,155430.952768541,TRUE,24.2200000000003,FALSE,"fixed",127
"p_hat",0.01,0.0180622672458678,7.46781291959488e-06,0.958958733325823,TRUE,24.2200000000003,FALSE,"fixed",127
"n_iter",NA,1000,1000,1000,NA,24.2200000000003,FALSE,"fixed",127
"mu",1000,246.018242212605,6.58091080884887,14985.4412485422,TRUE,8.25200000000041,FALSE,"adaptive",128
"alpha",1,0.84374019361145,0.607931737080023,1.22309860316274,TRUE,8.25200000000041,FALSE,"adaptive",128
"beta",99,20.6264028839996,0.36522289234177,2025.37154181669,TRUE,8.25200000000041,FALSE,"adaptive",128
"p_hat",0.01,0.0392983032558966,0.000594724063730183,0.631078035824986,TRUE,8.25200000000041,FALSE,"adaptive",128
"n_iter",NA,350,314,377,NA,8.25200000000041,FALSE,"adaptive",128
"mu",1000,245.794343247441,5.34804949613088,8783.27671397063,TRUE,9.79100000000017,FALSE,"fixed",128
"alpha",1,0.843657349458032,0.573203939643715,1.19435493044649,TRUE,9.79100000000017,FALSE,"fixed",128
"beta",99,20.6060561860514,0.312020237840596,1061.8362666132,TRUE,9.79100000000017,FALSE,"fixed",128
"p_hat",0.01,0.0393318702397297,0.00109338154896056,0.673179456449913,TRUE,9.79100000000017,FALSE,"fixed",128
"n_iter",NA,1000,1000,1000,NA,9.79100000000017,FALSE,"fixed",128
"mu",1000,540.249480608602,0.111993486253299,3484533.24887468,TRUE,22.9960000000001,FALSE,"adaptive",129
"alpha",1,1.11827705405303,0.785974546516708,1.52449020404572,TRUE,22.9960000000001,FALSE,"adaptive",129
"beta",99,58.1043860795552,0.00781796245304231,552305.061760644,TRUE,22.9960000000001,FALSE,"adaptive",129
"p_hat",0.01,0.0188825864100397,2.62048249512065e-06,0.99098386059375,TRUE,22.9960000000001,FALSE,"adaptive",129
"n_iter",NA,702,650,727,NA,22.9960000000001,FALSE,"adaptive",129
"mu",1000,541.638724484407,0.0437344004970915,4182541.76027729,TRUE,28.5730000000003,FALSE,"fixed",129
"alpha",1,1.11842493360834,0.809770528007742,1.57958943144886,TRUE,28.5730000000003,FALSE,"fixed",129
"beta",99,58.264373856551,0.00291131141525892,711861.733689793,TRUE,28.5730000000003,FALSE,"fixed",129
"p_hat",0.01,0.0188341566311233,2.14113527399233e-06,0.99657654267608,TRUE,28.5730000000003,FALSE,"fixed",129
"n_iter",NA,1000,1000,1000,NA,28.5730000000003,FALSE,"fixed",129
"mu",1000,19242.1922624778,8470.74398437583,45860.3561502183,FALSE,104.656,FALSE,"adaptive",130
"alpha",1,0.980272463609915,0.810554450688218,1.21768583302094,TRUE,104.656,FALSE,"adaptive",130
"beta",99,1863.56569667183,828.502286154364,4523.77458308279,FALSE,104.656,FALSE,"adaptive",130
"p_hat",0.01,0.000525743253229873,0.000220355840555581,0.00119654547224444,FALSE,104.656,FALSE,"adaptive",130
"n_iter",NA,20000,20000,20000,NA,104.656,FALSE,"adaptive",130
"mu",1000,871.101371487828,610.350988026832,1213.60713639954,TRUE,7.23899999999958,FALSE,"fixed",130
"alpha",1,0.960623730887798,0.789148347096761,1.19347401407706,TRUE,7.23899999999958,FALSE,"fixed",130
"beta",99,81.9091086704557,54.1525201991587,119.654630809378,TRUE,7.23899999999958,FALSE,"fixed",130
"p_hat",0.01,0.0115919733665295,0.00835977827631735,0.0165815420956987,TRUE,7.23899999999958,FALSE,"fixed",130
"n_iter",NA,1000,1000,1000,NA,7.23899999999958,FALSE,"fixed",130
"mu",1000,19217.5159969772,5336.99166875735,64622.9615315313,FALSE,89.6500000000005,FALSE,"adaptive",131
"alpha",1,1.06804240082745,0.872738441187267,1.32710029694319,TRUE,89.6500000000005,FALSE,"adaptive",131
"beta",99,1954.47804352604,552.014240338376,6881.34451447212,FALSE,89.6500000000005,FALSE,"adaptive",131
"p_hat",0.01,0.00054616069061918,0.000165628577742553,0.00195107326016159,FALSE,89.6500000000005,FALSE,"adaptive",131
"n_iter",NA,20000,20000,20000,NA,89.6500000000005,FALSE,"adaptive",131
"mu",1000,866.663314096391,539.461178673677,1338.65590455185,TRUE,6.69800000000032,FALSE,"fixed",131
"alpha",1,1.04758800958092,0.853976410355155,1.2758058378012,TRUE,6.69800000000032,FALSE,"fixed",131
"beta",99,85.5971662251936,50.1399381352678,141.908733148579,TRUE,6.69800000000032,FALSE,"fixed",131
"p_hat",0.01,0.0120906108954081,0.00779487633025154,0.0192105348509857,TRUE,6.69800000000032,FALSE,"fixed",131
"n_iter",NA,1000,1000,1000,NA,6.69800000000032,FALSE,"fixed",131
"mu",1000,2636.33052427159,6.64798002699599e-18,6.12082687802888e+22,TRUE,33.8670000000002,FALSE,"adaptive",132
"alpha",1,1.11211787909514,0.803692363932395,1.53988918759055,TRUE,33.8670000000002,FALSE,"adaptive",132
"beta",99,270.919899329038,4.00364022125444e-19,9.42805267889365e+21,TRUE,33.8670000000002,FALSE,"adaptive",132
"p_hat",0.01,0.00408818745127434,1.56525487548283e-22,1,TRUE,33.8670000000002,FALSE,"adaptive",132
"n_iter",NA,2999,2937,3033,NA,33.8670000000002,FALSE,"adaptive",132
"mu",1000,853.841431069467,231.415454053369,2892.48949361588,TRUE,7.54500000000007,FALSE,"fixed",132
"alpha",1,1.09775644035962,0.906181831506498,1.32313283541649,TRUE,7.54500000000007,FALSE,"fixed",132
"beta",99,85.9660964135898,22.052994515589,319.45282082323,TRUE,7.54500000000007,FALSE,"fixed",132
"p_hat",0.01,0.0126086361259606,0.00362616573875278,0.0462605853154511,TRUE,7.54500000000007,FALSE,"fixed",132
"n_iter",NA,1000,1000,1000,NA,7.54500000000007,FALSE,"fixed",132
"mu",1000,1214.88446105124,3.98034723181562e-07,487400533099.603,TRUE,37.0749999999998,FALSE,"adaptive",133
"alpha",1,1.03413521829831,0.722329184519186,1.44741294387146,TRUE,37.0749999999998,FALSE,"adaptive",133
"beta",99,125.953074093111,2.38672229227582e-08,69869835538.9836,TRUE,37.0749999999998,FALSE,"adaptive",133
"p_hat",0.01,0.00814361717141376,1.71509255595503e-11,0.999999963941766,TRUE,37.0749999999998,FALSE,"adaptive",133
"n_iter",NA,1459,1397,1490,NA,37.0749999999998,FALSE,"adaptive",133
"mu",1000,848.326117777062,102.297016710498,7026.63575564108,TRUE,9.92199999999957,FALSE,"fixed",133
"alpha",1,1.02811016566652,0.801042203929475,1.27682500348967,TRUE,9.92199999999957,FALSE,"fixed",133
"beta",99,87.1771334252049,9.60356178881543,786.501968747964,TRUE,9.92199999999957,FALSE,"fixed",133
"p_hat",0.01,0.0116558848863371,0.00139323284321089,0.0920049982201154,TRUE,9.92199999999957,FALSE,"fixed",133
"n_iter",NA,1000,1000,1000,NA,9.92199999999957,FALSE,"fixed",133
"mu",1000,1475.75190245296,1.76686327204649e-05,92559589049.8284,TRUE,40.6819999999998,FALSE,"adaptive",134
"alpha",1,0.9391385248572,0.701297126954031,1.30864033088676,TRUE,40.6819999999998,FALSE,"adaptive",134
"beta",99,132.752913213263,1.27915804162016e-06,11249051935.259,TRUE,40.6819999999998,FALSE,"adaptive",134
"p_hat",0.01,0.00702463992920694,1.05733746643324e-10,0.999998488780832,TRUE,40.6819999999998,FALSE,"adaptive",134
"n_iter",NA,1744.5,1651,1778,NA,40.6819999999998,FALSE,"adaptive",134
"mu",1000,853.40021104204,222.94223294834,3135.32025328924,TRUE,7.67899999999918,FALSE,"fixed",134
"alpha",1,0.930869678086471,0.761153763088145,1.16525240843783,TRUE,7.67899999999918,FALSE,"fixed",134
"beta",99,75.7772909503599,19.0207690765055,287.606840716887,TRUE,7.67899999999918,FALSE,"fixed",134
"p_hat",0.01,0.0121352105233673,0.00329865547593271,0.0445094062457656,TRUE,7.67899999999918,FALSE,"fixed",134
"n_iter",NA,1000,1000,1000,NA,7.67899999999918,FALSE,"fixed",134
"mu",1000,287.351361008356,6.60709384804698,10303.9806756208,TRUE,6.99200000000019,FALSE,"adaptive",135
"alpha",1,0.972110402407964,0.720337505735286,1.31942181988012,TRUE,6.99200000000019,FALSE,"adaptive",135
"beta",99,27.7094614993923,0.465348433110522,1322.8100860647,TRUE,6.99200000000019,FALSE,"adaptive",135
"p_hat",0.01,0.0338932052167945,0.000907320960275504,0.6380598154437,TRUE,6.99200000000019,FALSE,"adaptive",135
"n_iter",NA,401.5,349,427,NA,6.99200000000019,FALSE,"adaptive",135
"mu",1000,287.780525225848,7.20113147811769,14919.2730270812,TRUE,10.6469999999999,FALSE,"fixed",135
"alpha",1,0.972244895697273,0.728488930136538,1.38753362631647,TRUE,10.6469999999999,FALSE,"fixed",135
"beta",99,27.7547687640566,0.51962955579813,2243.42179823039,TRUE,10.6469999999999,FALSE,"fixed",135
"p_hat",0.01,0.0338442731017103,0.000599907013943804,0.614468798453887,TRUE,10.6469999999999,FALSE,"fixed",135
"n_iter",NA,1000,1000,1000,NA,10.6469999999999,FALSE,"fixed",135
"mu",1000,19227.4008963032,6229.78133889954,59104.09526686,FALSE,88.7760000000007,FALSE,"adaptive",136
"alpha",1,1.20108160376719,0.99314567094931,1.44882324246729,TRUE,88.7760000000007,FALSE,"adaptive",136
"beta",99,2126.71755945836,666.684119589018,6428.99282394885,FALSE,88.7760000000007,FALSE,"adaptive",136
"p_hat",0.01,0.000564439626868293,0.000181089857497816,0.00175419274265012,FALSE,88.7760000000007,FALSE,"adaptive",136
"n_iter",NA,20000,20000,20000,NA,88.7760000000007,FALSE,"adaptive",136
"mu",1000,868.372606265719,569.666412356509,1316.1278115196,TRUE,6.12100000000009,FALSE,"fixed",136
"alpha",1,1.17912680837824,0.974579067652598,1.45702473359008,TRUE,6.12100000000009,FALSE,"fixed",136
"beta",99,93.2889061276034,57.1401520151149,148.385174345263,TRUE,6.12100000000009,FALSE,"fixed",136
"p_hat",0.01,0.0124817546394483,0.00829103587953027,0.0189359926655511,TRUE,6.12100000000009,FALSE,"fixed",136
"n_iter",NA,1000,1000,1000,NA,6.12100000000009,FALSE,"fixed",136
"mu",1000,19252.8258517187,10303.8628163866,35857.4952110077,FALSE,109.908,FALSE,"adaptive",137
"alpha",1,1.11158904801229,0.911521155958689,1.36256210388245,TRUE,109.908,FALSE,"adaptive",137
"beta",99,1936.45484333418,953.88306567233,3497.95745611626,FALSE,109.908,FALSE,"adaptive",137
"p_hat",0.01,0.00057370370864942,0.0003059692917142,0.00108394186039055,FALSE,109.908,FALSE,"adaptive",137
"n_iter",NA,20000,20000,20000,NA,109.908,FALSE,"adaptive",137
"mu",1000,872.387993870682,652.657855814574,1177.53144723368,TRUE,7.00500000000011,FALSE,"fixed",137
"alpha",1,1.08958030785879,0.893186344625725,1.32958202580752,TRUE,7.00500000000011,FALSE,"fixed",137
"beta",99,85.0797226204659,61.2701989758366,124.68669516651,TRUE,7.00500000000011,FALSE,"fixed",137
"p_hat",0.01,0.0126446457245349,0.00918266620822787,0.0175318077063011,TRUE,7.00500000000011,FALSE,"fixed",137
"n_iter",NA,1000,1000,1000,NA,7.00500000000011,FALSE,"fixed",137
"mu",1000,19199.7795212422,3387.86740948681,121755.040710777,FALSE,92.1480000000001,FALSE,"adaptive",138
"alpha",1,1.03768687504225,0.853957453373156,1.24853549743687,TRUE,92.1480000000001,FALSE,"adaptive",138
"beta",99,1868.61111863191,322.180759799106,11835.3839787773,FALSE,92.1480000000001,FALSE,"adaptive",138
"p_hat",0.01,0.000555017002116014,8.72065300532326e-05,0.0032405277737563,FALSE,92.1480000000001,FALSE,"adaptive",138
"n_iter",NA,20000,20000,20000,NA,92.1480000000001,FALSE,"adaptive",138
"mu",1000,861.591013268351,447.687433729546,1668.78728586906,TRUE,7.17500000000018,FALSE,"fixed",138
"alpha",1,1.01787009159619,0.821957559055685,1.22992161430566,TRUE,7.17500000000018,FALSE,"fixed",138
"beta",99,81.4323752196221,38.5092267966984,168.602419277293,TRUE,7.17500000000018,FALSE,"fixed",138
"p_hat",0.01,0.0123452645623324,0.00644816735352352,0.0245832602851818,TRUE,7.17500000000018,FALSE,"fixed",138
"n_iter",NA,1000,1000,1000,NA,7.17500000000018,FALSE,"fixed",138
"mu",1000,19228.2349872883,7157.66867514467,48160.6145684989,FALSE,100.839,FALSE,"adaptive",139
"alpha",1,1.09903823338145,0.907407072331853,1.3284579188865,TRUE,100.839,FALSE,"adaptive",139
"beta",99,1984.78497889104,744.680047117058,5122.47336894526,FALSE,100.839,FALSE,"adaptive",139
"p_hat",0.01,0.000553425186921471,0.000222528720995833,0.00151413983124742,FALSE,100.839,FALSE,"adaptive",139
"n_iter",NA,20000,20000,20000,NA,100.839,FALSE,"adaptive",139
"mu",1000,864.859434926066,492.960739675938,1430.47991308252,TRUE,6.82200000000012,FALSE,"fixed",139
"alpha",1,1.07887351646827,0.872764028367283,1.29258696269933,TRUE,6.82200000000012,FALSE,"fixed",139
"beta",99,86.7349888125815,47.742530030114,149.699856806866,TRUE,6.82200000000012,FALSE,"fixed",139
"p_hat",0.01,0.0122859134976388,0.0072672632742474,0.0215282510786437,TRUE,6.82200000000012,FALSE,"fixed",139
"n_iter",NA,1000,1000,1000,NA,6.82200000000012,FALSE,"fixed",139
"mu",1000,19212.7676682777,4927.96501910786,70976.8261318188,FALSE,87.1610000000001,FALSE,"adaptive",140
"alpha",1,1.05335940033096,0.836544104678138,1.30875148557534,TRUE,87.1610000000001,FALSE,"adaptive",140
"beta",99,2022.21214712134,524.788497743,7770.62186797715,FALSE,87.1610000000001,FALSE,"adaptive",140
"p_hat",0.01,0.000520623416420446,0.000139420902460085,0.00199811890941492,FALSE,87.1610000000001,FALSE,"adaptive",140
"n_iter",NA,20000,20000,20000,NA,87.1610000000001,FALSE,"adaptive",140
"mu",1000,863.025677727467,499.79107890929,1555.77184051777,TRUE,8.05299999999988,FALSE,"fixed",140
"alpha",1,1.03464206162492,0.848054276572769,1.26836790400627,TRUE,8.05299999999988,FALSE,"fixed",140
"beta",99,88.3876216222344,48.7114906870612,170.765393178471,TRUE,8.05299999999988,FALSE,"fixed",140
"p_hat",0.01,0.0115702960202704,0.00644791035631213,0.0197696260827814,TRUE,8.05299999999988,FALSE,"fixed",140
"n_iter",NA,1000,1000,1000,NA,8.05299999999988,FALSE,"fixed",140
"mu",1000,108.579362818392,35.5938364477851,402.699096827431,FALSE,1.14499999999953,FALSE,"adaptive",141
"alpha",1,0.864648576749876,0.607121537134898,1.19252211334854,TRUE,1.14499999999953,FALSE,"adaptive",141
"beta",99,8.98039757656806,2.06173119509413,46.9523637576076,FALSE,1.14499999999953,FALSE,"adaptive",141
"p_hat",0.01,0.0878257514779121,0.0244771262858393,0.242031507084211,FALSE,1.14499999999953,FALSE,"adaptive",141
"n_iter",NA,176,127,199,NA,1.14499999999953,FALSE,"adaptive",141
"mu",1000,108.615213399412,32.835936934304,369.699594641483,FALSE,5.34599999999955,FALSE,"fixed",141
"alpha",1,0.864713792433146,0.640971758741538,1.19493247687827,TRUE,5.34599999999955,FALSE,"fixed",141
"beta",99,8.98415957696319,2.00800619308063,42.8087531989941,FALSE,5.34599999999955,FALSE,"fixed",141
"p_hat",0.01,0.087798244530191,0.0254129332312474,0.252120404260134,FALSE,5.34599999999955,FALSE,"fixed",141
"n_iter",NA,1000,1000,1000,NA,5.34599999999955,FALSE,"fixed",141
"mu",1000,19186.1258704676,2347.84522314534,192540.138847695,FALSE,84.6090000000004,FALSE,"adaptive",142
"alpha",1,0.924213913039891,0.744283206149614,1.15674767480593,TRUE,84.6090000000004,FALSE,"adaptive",142
"beta",99,1926.61607890193,242.726615981778,19703.0917939867,FALSE,84.6090000000004,FALSE,"adaptive",142
"p_hat",0.01,0.000479478388329914,4.89669529742826e-05,0.00391838055081364,FALSE,84.6090000000004,FALSE,"adaptive",142
"n_iter",NA,20000,20000,20000,NA,84.6090000000004,FALSE,"adaptive",142
"mu",1000,860.511225345922,426.924570611624,1680.48739930051,TRUE,6.80499999999938,FALSE,"fixed",142
"alpha",1,0.907281905471977,0.707713312990767,1.09710182607457,TRUE,6.80499999999938,FALSE,"fixed",142
"beta",99,84.1569180296891,38.575992139164,178.522689632266,TRUE,6.80499999999938,FALSE,"fixed",142
"p_hat",0.01,0.0106658489254415,0.00521524727005158,0.0212980388750048,TRUE,6.80499999999938,FALSE,"fixed",142
"n_iter",NA,1000,1000,1000,NA,6.80499999999938,FALSE,"fixed",142
"mu",1000,19251.4055307455,10439.8244605457,36261.7323545665,FALSE,84.1390000000001,FALSE,"adaptive",143
"alpha",1,1.1878428757557,0.986406456311291,1.45982057681262,TRUE,84.1390000000001,FALSE,"adaptive",143
"beta",99,2302.90047470368,1224.3778120513,4453.86958540882,FALSE,84.1390000000001,FALSE,"adaptive",143
"p_hat",0.01,0.000515537042001753,0.000270345907031908,0.000971432255903511,FALSE,84.1390000000001,FALSE,"adaptive",143
"n_iter",NA,20000,20000,20000,NA,84.1390000000001,FALSE,"adaptive",143
"mu",1000,872.675846267434,646.557031890305,1181.36953908008,TRUE,5.66899999999987,FALSE,"fixed",143
"alpha",1,1.16620182505353,0.966453127612756,1.41300822617675,TRUE,5.66899999999987,FALSE,"fixed",143
"beta",99,101.496549156246,71.1102134468609,142.788272199913,TRUE,5.66899999999987,FALSE,"fixed",143
"p_hat",0.01,0.0113595419361591,0.00833748107229097,0.0155067720584989,TRUE,5.66899999999987,FALSE,"fixed",143
"n_iter",NA,1000,1000,1000,NA,5.66899999999987,FALSE,"fixed",143
"mu",1000,205.467849949304,4.78144196044865,10339.1014738771,TRUE,4.45799999999963,FALSE,"adaptive",144
"alpha",1,1.10936418797184,0.778387841791303,1.55323450782697,TRUE,4.45799999999963,FALSE,"adaptive",144
"beta",99,24.1896958077514,0.330444428551934,1821.02678457674,TRUE,4.45799999999963,FALSE,"adaptive",144
"p_hat",0.01,0.0438500160938539,0.000809710610118299,0.695401271580469,TRUE,4.45799999999963,FALSE,"adaptive",144
"n_iter",NA,304.5,270,325,NA,4.45799999999963,FALSE,"adaptive",144
"mu",1000,205.679814887699,4.22732665084277,14016.9895490105,TRUE,8.27400000000034,FALSE,"fixed",144
"alpha",1,1.10952833053645,0.77995433279946,1.5579887545261,TRUE,8.27400000000034,FALSE,"fixed",144
"beta",99,24.2187651192824,0.358916705631723,2648.35069454152,TRUE,8.27400000000034,FALSE,"fixed",144
"p_hat",0.01,0.0438058858065064,0.000551850599873607,0.711768539601837,TRUE,8.27400000000034,FALSE,"fixed",144
"n_iter",NA,1000,1000,1000,NA,8.27400000000034,FALSE,"fixed",144
"mu",1000,193.696559491124,12.6682956760966,2262.9738653255,TRUE,2.67100000000028,FALSE,"adaptive",145
"alpha",1,0.993956014304961,0.704646814133583,1.35515812602888,TRUE,2.67100000000028,FALSE,"adaptive",145
"beta",99,18.7695763433945,0.845496361176818,317.39996379683,TRUE,2.67100000000028,FALSE,"adaptive",145
"p_hat",0.01,0.0502924273007166,0.00401716133776979,0.462342659237308,TRUE,2.67100000000028,FALSE,"adaptive",145
"n_iter",NA,287.5,236,310,NA,2.67100000000028,FALSE,"adaptive",145
"mu",1000,193.580235298809,17.4285558767777,2329.95352653595,TRUE,5.78300000000036,FALSE,"fixed",145
"alpha",1,0.993813934012947,0.698904518225716,1.35734602160396,TRUE,5.78300000000036,FALSE,"fixed",145
"beta",99,18.7552567134671,1.17760854508715,315.026132482935,TRUE,5.78300000000036,FALSE,"fixed",145
"p_hat",0.01,0.0503220608074414,0.00370931119822059,0.389544122689819,TRUE,5.78300000000036,FALSE,"fixed",145
"n_iter",NA,1000,1000,1000,NA,5.78300000000036,FALSE,"fixed",145
"mu",1000,853.375920277604,0.0035531245528003,178148488.712659,TRUE,28.7460000000001,FALSE,"adaptive",146
"alpha",1,1.16066060691407,0.845945467875801,1.57476593159731,TRUE,28.7460000000001,FALSE,"adaptive",146
"beta",99,104.913407584213,0.000320751906672526,28227078.698143,TRUE,28.7460000000001,FALSE,"adaptive",146
"p_hat",0.01,0.0109419825854399,4.89898890309404e-08,0.999697184016227,TRUE,28.7460000000001,FALSE,"adaptive",146
"n_iter",NA,1061.5,974,1085,NA,28.7460000000001,FALSE,"adaptive",146
"mu",1000,837.965988409844,6.11036428208767,111335.930109372,TRUE,19.0659999999998,FALSE,"fixed",146
