"parameter","true","point","lwr","upr","covers","time","fail","method","replicate"
"p_hat",0.1,0.225897514636675,0.151775577113413,0.309510412350215,FALSE,0.529999999999745,FALSE,"adaptive",152
"n_iter",NA,87,62,107,NA,0.529999999999745,FALSE,"adaptive",152
"mu",100,45.3072406063603,31.4094541440023,63.6996239627217,FALSE,4.81400000000031,FALSE,"fixed",152
"alpha",1,0.926830601345795,0.706696826825306,1.26233846197212,TRUE,4.81400000000031,FALSE,"fixed",152
"beta",9,3.17550871052511,1.66650056719373,6.18493130883905,FALSE,4.81400000000031,FALSE,"fixed",152
"p_hat",0.1,0.225927338254013,0.161223137194812,0.319132905784108,FALSE,4.81400000000031,FALSE,"fixed",152
"n_iter",NA,1000,1000,1000,NA,4.81400000000031,FALSE,"fixed",152
"mu",100,216.478559039253,6.26850136804248,6637.12859126489,TRUE,4.51699999999983,FALSE,"adaptive",153
"alpha",1,1.09728213208807,0.755292571862179,1.53003082307968,TRUE,4.51699999999983,FALSE,"adaptive",153
"beta",9,21.4290970801034,0.397871557176491,1049.05377058568,TRUE,4.51699999999983,FALSE,"adaptive",153
"p_hat",0.1,0.0487109855406415,0.00141630517643069,0.663627521551488,TRUE,4.51699999999983,FALSE,"adaptive",153
"n_iter",NA,315,279,339,NA,4.51699999999983,FALSE,"adaptive",153
"mu",100,216.47302242551,10.9965888993639,6724.7753006816,TRUE,7.72400000000016,FALSE,"fixed",153
"alpha",1,1.09736550497832,0.774260913492967,1.49386433786917,TRUE,7.72400000000016,FALSE,"fixed",153
"beta",9,21.429595867275,0.713308369532906,997.462835765894,TRUE,7.72400000000016,FALSE,"fixed",153
"p_hat",0.1,0.0487134277386365,0.00142035424289537,0.532754793568884,TRUE,7.72400000000016,FALSE,"fixed",153
"n_iter",NA,1000,1000,1000,NA,7.72400000000016,FALSE,"fixed",153
"mu",100,219.056239626914,22.1255187032301,2229.19425659948,TRUE,2.84500000000025,FALSE,"adaptive",154
"alpha",1,1.00614738023149,0.747061744447236,1.37603903835673,TRUE,2.84500000000025,FALSE,"adaptive",154
"beta",9,20.1699824540087,1.53432539542144,287.549337320077,TRUE,2.84500000000025,FALSE,"adaptive",154
"p_hat",0.1,0.0475132797214261,0.00449271063076168,0.345798369600636,TRUE,2.84500000000025,FALSE,"adaptive",154
"n_iter",NA,319,243,342,NA,2.84500000000025,FALSE,"adaptive",154
"mu",100,218.808303319138,19.8008367407807,1987.37026344485,TRUE,6.07099999999991,FALSE,"fixed",154
"alpha",1,1.00609554157825,0.755046328361262,1.31122347581173,TRUE,6.07099999999991,FALSE,"fixed",154
"beta",9,20.145106246814,1.32984969270256,228.435146862011,TRUE,6.07099999999991,FALSE,"fixed",154
"p_hat",0.1,0.0475668263034773,0.00474091422805838,0.37384474226945,TRUE,6.07099999999991,FALSE,"fixed",154
"n_iter",NA,1000,1000,1000,NA,6.07099999999991,FALSE,"fixed",154
"mu",100,83.6626806330905,33.8527779084504,229.377715490609,TRUE,0.884999999999764,FALSE,"adaptive",155
"alpha",1,1.0596910922066,0.763349351674682,1.448392695237,TRUE,0.884999999999764,FALSE,"adaptive",155
"beta",9,7.61720704027876,2.06089307785689,29.9549789072845,TRUE,0.884999999999764,FALSE,"adaptive",155
"p_hat",0.1,0.122127870585369,0.0427989636547608,0.273800743366029,TRUE,0.884999999999764,FALSE,"adaptive",155
"n_iter",NA,141,108,163,NA,0.884999999999764,FALSE,"adaptive",155
"mu",100,83.6626873304419,33.3016374601986,198.022134794757,TRUE,5.56299999999965,FALSE,"fixed",155
"alpha",1,1.05968153827299,0.772070561653645,1.41221911161334,TRUE,5.56299999999965,FALSE,"fixed",155
"beta",9,7.61711965654691,2.2665978729638,24.8983522850064,TRUE,5.56299999999965,FALSE,"fixed",155
"p_hat",0.1,0.122128133914792,0.0485713206726167,0.278489009566001,TRUE,5.56299999999965,FALSE,"fixed",155
"n_iter",NA,1000,1000,1000,NA,5.56299999999965,FALSE,"fixed",155
"mu",100,62.3282521889096,33.7090835413408,109.98967881722,TRUE,0.683999999999742,FALSE,"adaptive",156
"alpha",1,1.10200888399127,0.80764961607951,1.46311898872098,TRUE,0.683999999999742,FALSE,"adaptive",156
"beta",9,5.35462944924928,1.96578252351351,12.5650240697683,TRUE,0.683999999999742,FALSE,"adaptive",156
"p_hat",0.1,0.170678428481556,0.0966530251060859,0.29860263448247,TRUE,0.683999999999742,FALSE,"adaptive",156
"n_iter",NA,112.5,85,132,NA,0.683999999999742,FALSE,"adaptive",156
"mu",100,62.313225688482,31.0075923821333,112.612318770439,TRUE,5.08199999999988,FALSE,"fixed",156
"alpha",1,1.10178186626937,0.794084742870405,1.49358868664238,TRUE,5.08199999999988,FALSE,"fixed",156
"beta",9,5.35202497873047,1.83346204393634,13.2012091963293,TRUE,5.08199999999988,FALSE,"fixed",156
"p_hat",0.1,0.170718134696422,0.0903537197823191,0.313045948397756,TRUE,5.08199999999988,FALSE,"fixed",156
"n_iter",NA,1000,1000,1000,NA,5.08199999999988,FALSE,"fixed",156
"mu",100,68.3156269977297,37.4504899561255,117.538196109189,TRUE,0.701000000000022,FALSE,"adaptive",157
"alpha",1,0.927707735852243,0.696540868944858,1.22376862037945,TRUE,0.701000000000022,FALSE,"adaptive",157
"beta",9,5.48075776015845,2.09279309354016,12.4462648907813,TRUE,0.701000000000022,FALSE,"adaptive",157
"p_hat",0.1,0.144762851017883,0.0834663048777204,0.254822192589982,TRUE,0.701000000000022,FALSE,"adaptive",157
"n_iter",NA,120.5,81,142,NA,0.701000000000022,FALSE,"adaptive",157
"mu",100,68.316014172452,38.0580609520845,122.884374414632,TRUE,5.08300000000008,FALSE,"fixed",157
"alpha",1,0.927663742236793,0.687248490349124,1.22928151296778,TRUE,5.08300000000008,FALSE,"fixed",157
"beta",9,5.48062164826625,2.01598469548778,12.8782654540017,TRUE,5.08300000000008,FALSE,"fixed",157
"p_hat",0.1,0.144760054477532,0.078967467102134,0.26108203782032,TRUE,5.08300000000008,FALSE,"fixed",157
"n_iter",NA,1000,1000,1000,NA,5.08300000000008,FALSE,"fixed",157
"mu",100,70.1837301427787,32.7809686482097,148.885878767561,TRUE,0.728000000000065,FALSE,"adaptive",158
"alpha",1,0.809891242191578,0.58167034021113,1.16003429845267,TRUE,0.728000000000065,FALSE,"adaptive",158
"beta",9,5.46102462465835,1.80616807543264,16.8746318833472,TRUE,0.728000000000065,FALSE,"adaptive",158
"p_hat",0.1,0.129150391966335,0.0592929239925141,0.25663056527448,TRUE,0.728000000000065,FALSE,"adaptive",158
"n_iter",NA,123.5,94,145,NA,0.728000000000065,FALSE,"adaptive",158
"mu",100,70.1909391328676,33.9590483706969,143.908566229356,TRUE,5.09900000000016,FALSE,"fixed",158
"alpha",1,0.809906460847391,0.567544503611485,1.12025861611888,TRUE,5.09900000000016,FALSE,"fixed",158
"beta",9,5.4617465595539,1.86920494076559,15.6895530771125,TRUE,5.09900000000016,FALSE,"fixed",158
"p_hat",0.1,0.129137638548054,0.0608098777465961,0.2490862839092,TRUE,5.09900000000016,FALSE,"fixed",158
"n_iter",NA,1000,1000,1000,NA,5.09900000000016,FALSE,"fixed",158
"mu",100,68.2904383572108,35.3270065099596,137.143393109865,TRUE,0.729000000000269,FALSE,"adaptive",159
"alpha",1,0.865192056787144,0.636194556015943,1.18706197296085,TRUE,0.729000000000269,FALSE,"adaptive",159
"beta",9,5.34802093671974,2.03860879279656,14.4101627273773,TRUE,0.729000000000269,FALSE,"adaptive",159
"p_hat",0.1,0.139250345624931,0.068491849932361,0.250800471316973,TRUE,0.729000000000269,FALSE,"adaptive",159
"n_iter",NA,120,88,142,NA,0.729000000000269,FALSE,"adaptive",159
"mu",100,68.327017356583,36.8066574368635,135.920299963296,TRUE,5.19000000000005,FALSE,"fixed",159
"alpha",1,0.865213079867819,0.644493423714161,1.200338143427,TRUE,5.19000000000005,FALSE,"fixed",159
"beta",9,5.35173142902386,2.118181623452,14.9691269585939,TRUE,5.19000000000005,FALSE,"fixed",159
"p_hat",0.1,0.139170146786796,0.0719733118965471,0.255146026516588,TRUE,5.19000000000005,FALSE,"fixed",159
"n_iter",NA,1000,1000,1000,NA,5.19000000000005,FALSE,"fixed",159
"mu",100,92.4327110561893,34.4011046557151,239.356043370229,TRUE,1.00799999999981,FALSE,"adaptive",160
"alpha",1,0.921779845680903,0.684383775712806,1.23557129774496,TRUE,1.00799999999981,FALSE,"adaptive",160
"beta",9,7.98548309079449,2.1860354021391,27.9165489279277,TRUE,1.00799999999981,FALSE,"adaptive",160
"p_hat",0.1,0.103486318104094,0.0398450236722364,0.257188589650869,TRUE,1.00799999999981,FALSE,"adaptive",160
"n_iter",NA,153,112,176,NA,1.00799999999981,FALSE,"adaptive",160
"mu",100,92.4464250007631,32.5022904863672,240.817449151799,TRUE,5.36900000000014,FALSE,"fixed",160
"alpha",1,0.921988043285375,0.692866345854704,1.26181743827629,TRUE,5.36900000000014,FALSE,"fixed",160
"beta",9,7.98845060469085,1.9905622098101,27.9894778825154,TRUE,5.36900000000014,FALSE,"fixed",160
"p_hat",0.1,0.103472800802549,0.0392212498974806,0.269934057926475,TRUE,5.36900000000014,FALSE,"fixed",160
"n_iter",NA,1000,1000,1000,NA,5.36900000000014,FALSE,"fixed",160
"mu",100,110.694237907279,30.1136312207299,494.787151064544,TRUE,1.08999999999969,FALSE,"adaptive",161
"alpha",1,1.00105517928353,0.743903693348012,1.38981824137518,TRUE,1.08999999999969,FALSE,"adaptive",161
"beta",9,10.0936039591508,1.94684188259347,63.9121629737938,TRUE,1.08999999999969,FALSE,"adaptive",161
"p_hat",0.1,0.090228565546071,0.0197005169368628,0.291181316426429,TRUE,1.08999999999969,FALSE,"adaptive",161
"n_iter",NA,181,136,201,NA,1.08999999999969,FALSE,"adaptive",161
"mu",100,110.761017497627,30.0864771553606,512.998316410107,TRUE,4.971,FALSE,"fixed",161
"alpha",1,1.00139580308727,0.726718301533703,1.39264462694508,TRUE,4.971,FALSE,"fixed",161
"beta",9,10.1032676630234,1.87544640079777,64.8928541919432,TRUE,4.971,FALSE,"fixed",161
"p_hat",0.1,0.0901779514654663,0.0185823465413686,0.295187111709058,TRUE,4.971,FALSE,"fixed",161
"n_iter",NA,1000,1000,1000,NA,4.971,FALSE,"fixed",161
"mu",100,104.925254410586,22.9392707808483,404.835374299935,TRUE,1.10599999999977,FALSE,"adaptive",162
"alpha",1,1.05843674021076,0.782392779267281,1.44620324243661,TRUE,1.10599999999977,FALSE,"adaptive",162
"beta",9,10.72378326793,1.60581393554527,58.7485961234003,TRUE,1.10599999999977,FALSE,"adaptive",162
"p_hat",0.1,0.0898333878911993,0.0222769617336039,0.343811147644611,TRUE,1.10599999999977,FALSE,"adaptive",162
"n_iter",NA,172,133,193,NA,1.10599999999977,FALSE,"adaptive",162
"mu",100,104.926108534684,24.674551610359,385.969956948132,TRUE,5.53999999999996,FALSE,"fixed",162
"alpha",1,1.05840660671486,0.772733431938763,1.42061257061526,TRUE,5.53999999999996,FALSE,"fixed",162
"beta",9,10.7236184320611,1.68039384890437,56.166941953801,TRUE,5.53999999999996,FALSE,"fixed",162
"p_hat",0.1,0.0898323168751994,0.0232689346436606,0.331667949844058,TRUE,5.53999999999996,FALSE,"fixed",162
"n_iter",NA,1000,1000,1000,NA,5.53999999999996,FALSE,"fixed",162
"mu",100,69.6223687747938,37.6281479319807,132.192136752634,TRUE,0.791000000000167,FALSE,"adaptive",163
"alpha",1,0.959800701591143,0.714996944879123,1.30331444296054,TRUE,0.791000000000167,FALSE,"adaptive",163
"beta",9,5.36170661152468,2.09138163504861,14.5353793439216,TRUE,0.791000000000167,FALSE,"adaptive",163
"p_hat",0.1,0.151830988093576,0.0786018083095087,0.265310593404379,TRUE,0.791000000000167,FALSE,"adaptive",163
"n_iter",NA,121.5,89,143,NA,0.791000000000167,FALSE,"adaptive",163
"mu",100,69.6339271053078,34.9915091196022,135.258149403112,TRUE,5.23300000000017,FALSE,"fixed",163
"alpha",1,0.959803403931294,0.715943349545162,1.26891215329549,TRUE,5.23300000000017,FALSE,"fixed",163
"beta",9,5.36239179815651,1.9212081328873,13.8658975392239,TRUE,5.23300000000017,FALSE,"fixed",163
"p_hat",0.1,0.151814895499325,0.0782051677478187,0.286277739668853,TRUE,5.23300000000017,FALSE,"fixed",163
"n_iter",NA,1000,1000,1000,NA,5.23300000000017,FALSE,"fixed",163
"mu",100,53.2780349088065,37.9138170079426,78.2808199862097,FALSE,0.634999999999764,FALSE,"adaptive",164
"alpha",1,0.752276141090178,0.550042086577644,1.03796227043781,TRUE,0.634999999999764,FALSE,"adaptive",164
"beta",9,3.35782756705377,1.81140308414699,6.43009001715694,FALSE,0.634999999999764,FALSE,"adaptive",164
"p_hat",0.1,0.183030939000294,0.12500139517943,0.248597389787243,FALSE,0.634999999999764,FALSE,"adaptive",164
"n_iter",NA,97,69,120,NA,0.634999999999764,FALSE,"adaptive",164
"mu",100,53.2749830576424,37.5002238504139,73.9302102263258,FALSE,5.36899999999969,FALSE,"fixed",164
"alpha",1,0.752137087710248,0.55239409918231,0.99809420308827,FALSE,5.36899999999969,FALSE,"fixed",164
"beta",9,3.35701147325921,1.85884573387739,6.30395258131338,FALSE,5.36899999999969,FALSE,"fixed",164
"p_hat",0.1,0.18303964350532,0.129929175004732,0.255397801175823,FALSE,5.36899999999969,FALSE,"fixed",164
"n_iter",NA,1000,1000,1000,NA,5.36899999999969,FALSE,"fixed",164
"mu",100,100.786399381199,40.6972214243722,238.045102898126,TRUE,0.983999999999924,FALSE,"adaptive",165
"alpha",1,0.953112567003487,0.722292282930828,1.24626212191102,TRUE,0.983999999999924,FALSE,"adaptive",165
"beta",9,8.46996788928213,2.60509327265613,26.6609549879196,TRUE,0.983999999999924,FALSE,"adaptive",165
"p_hat",0.1,0.101146601838438,0.0411929962439876,0.227993644694994,TRUE,0.983999999999924,FALSE,"adaptive",165
"n_iter",NA,165.5,113,188,NA,0.983999999999924,FALSE,"adaptive",165
"mu",100,100.76852931941,42.0098225289566,235.162078792823,TRUE,5.21500000000015,FALSE,"fixed",165
"alpha",1,0.95307107659565,0.738914668990508,1.22607572464449,TRUE,5.21500000000015,FALSE,"fixed",165
"beta",9,8.46796867002102,2.77162490072027,26.3678423951905,TRUE,5.21500000000015,FALSE,"fixed",165
"p_hat",0.1,0.101164107383999,0.0421339597598678,0.227190720147429,TRUE,5.21500000000015,FALSE,"fixed",165
"n_iter",NA,1000,1000,1000,NA,5.21500000000015,FALSE,"fixed",165
"mu",100,19232.4231909031,7097.30950016056,47518.052754269,FALSE,91.9029999999998,FALSE,"adaptive",166
"alpha",1,1.3778485356353,1.16368089327853,1.6877376661089,FALSE,91.9029999999998,FALSE,"adaptive",166
"beta",9,2442.70923795294,882.679577170333,6146.77419844597,FALSE,91.9029999999998,FALSE,"adaptive",166
"p_hat",0.1,0.000563747725378664,0.000222187022006089,0.00151768724066395,FALSE,91.9029999999998,FALSE,"adaptive",166
"n_iter",NA,20000,20000,20000,NA,91.9029999999998,FALSE,"adaptive",166
"mu",100,864.390425126061,470.143295170858,1450.11287585345,FALSE,6.58699999999999,FALSE,"fixed",166
"alpha",1,1.35467978838968,1.12827651151568,1.6596214584336,FALSE,6.58699999999999,FALSE,"fixed",166
"beta",9,106.750443364138,56.3940153924071,185.57229103093,FALSE,6.58699999999999,FALSE,"fixed",166
"p_hat",0.1,0.0125311340377304,0.00737319890936887,0.0231851461414818,FALSE,6.58699999999999,FALSE,"fixed",166
"n_iter",NA,1000,1000,1000,NA,6.58699999999999,FALSE,"fixed",166
"mu",100,178.364350580267,23.66503982002,1324.39052226758,TRUE,2.10100000000011,FALSE,"adaptive",167
"alpha",1,1.03996987223783,0.769862361137766,1.36670360509045,TRUE,2.10100000000011,FALSE,"adaptive",167
"beta",9,17.1329667481793,1.64427373265719,184.019938281168,TRUE,2.10100000000011,FALSE,"adaptive",167
"p_hat",0.1,0.0572262972110648,0.00704483004731812,0.344682198336837,TRUE,2.10100000000011,FALSE,"adaptive",167
"n_iter",NA,268.5,203,290,NA,2.10100000000011,FALSE,"adaptive",167
"mu",100,178.218030533482,24.2364127715725,1313.17714969585,TRUE,5.99499999999989,FALSE,"fixed",167
"alpha",1,1.03989419869657,0.759185610605608,1.40229746851058,TRUE,5.99499999999989,FALSE,"fixed",167
"beta",9,17.1173586638071,1.70756317215805,176.164747508745,TRUE,5.99499999999989,FALSE,"fixed",167
"p_hat",0.1,0.0572715601072036,0.00764479729033497,0.329961335486374,TRUE,5.99499999999989,FALSE,"fixed",167
"n_iter",NA,1000,1000,1000,NA,5.99499999999989,FALSE,"fixed",167
"mu",100,62.195613002445,32.2528796502501,114.98438605059,TRUE,0.631000000000313,FALSE,"adaptive",168
"alpha",1,0.87377729895428,0.637793598928109,1.19609832545012,TRUE,0.631000000000313,FALSE,"adaptive",168
"beta",9,5.13645667236716,1.92854585198511,13.5967978414077,TRUE,0.631000000000313,FALSE,"adaptive",168
"p_hat",0.1,0.145381578009045,0.0759997137456987,0.267809412179572,TRUE,0.631000000000313,FALSE,"adaptive",168
"n_iter",NA,113,79,133,NA,0.631000000000313,FALSE,"adaptive",168
"mu",100,62.1831729944505,35.6855813738411,121.657359119722,TRUE,4.67000000000007,FALSE,"fixed",168
"alpha",1,0.873739194810295,0.643738422787313,1.17873147023639,TRUE,4.67000000000007,FALSE,"fixed",168
"beta",9,5.1348673375015,2.18420265225924,13.4899055228233,TRUE,4.67000000000007,FALSE,"fixed",168
"p_hat",0.1,0.145414613207187,0.0746738955243539,0.243548881017768,TRUE,4.67000000000007,FALSE,"fixed",168
"n_iter",NA,1000,1000,1000,NA,4.67000000000007,FALSE,"fixed",168
"mu",100,114.903670277249,30.5344118116906,517.060368116152,TRUE,1.17999999999984,FALSE,"adaptive",169
"alpha",1,1.03579732354516,0.767945810144887,1.42298077253403,TRUE,1.17999999999984,FALSE,"adaptive",169
"beta",9,10.7583245602878,2.01174287602226,78.2241592393124,TRUE,1.17999999999984,FALSE,"adaptive",169
"p_hat",0.1,0.0878231829166533,0.0186050863363243,0.288028101584976,TRUE,1.17999999999984,FALSE,"adaptive",169
"n_iter",NA,185.5,146,207,NA,1.17999999999984,FALSE,"adaptive",169
"mu",100,114.783191958918,25.7553396940397,490.797543753194,TRUE,5.57499999999982,FALSE,"fixed",169
"alpha",1,1.03570163160921,0.762410764537963,1.47884416290208,TRUE,5.57499999999982,FALSE,"fixed",169
"beta",9,10.7447145988563,1.7456719167008,67.903223009016,TRUE,5.57499999999982,FALSE,"fixed",169
"p_hat",0.1,0.0879172358045182,0.0203276757850545,0.329802190789142,TRUE,5.57499999999982,FALSE,"fixed",169
"n_iter",NA,1000,1000,1000,NA,5.57499999999982,FALSE,"fixed",169
"mu",100,112.446033555456,26.9623865544869,469.534742222987,TRUE,1.17000000000007,FALSE,"adaptive",170
"alpha",1,1.0704436368506,0.804800365670872,1.48186988391025,TRUE,1.17000000000007,FALSE,"adaptive",170
"beta",9,10.9132019258243,1.83051472472398,65.4148696504321,TRUE,1.17000000000007,FALSE,"adaptive",170
"p_hat",0.1,0.0893253752584845,0.0212976813609357,0.317391647579127,TRUE,1.17000000000007,FALSE,"adaptive",170
"n_iter",NA,181.5,139,203,NA,1.17000000000007,FALSE,"adaptive",170
"mu",100,112.444569569696,26.7032041531609,500.737638423748,TRUE,5.54199999999992,FALSE,"fixed",170
"alpha",1,1.07043720039025,0.796930842134714,1.45189012191747,TRUE,5.54199999999992,FALSE,"fixed",170
"beta",9,10.9129132822445,1.87296615121767,68.6999525970058,TRUE,5.54199999999992,FALSE,"fixed",170
"p_hat",0.1,0.0893270377046421,0.019286782063832,0.313254549089493,TRUE,5.54199999999992,FALSE,"fixed",170
"n_iter",NA,1000,1000,1000,NA,5.54199999999992,FALSE,"fixed",170
"mu",100,86.2241468960755,36.4882734877712,203.402741422903,TRUE,0.947000000000116,FALSE,"adaptive",171
"alpha",1,1.02756149735527,0.760324574986862,1.38637816964117,TRUE,0.947000000000116,FALSE,"adaptive",171
"beta",9,7.44392898669704,2.23549811222579,23.8763105450475,TRUE,0.947000000000116,FALSE,"adaptive",171
"p_hat",0.1,0.121296423491198,0.0496917612861073,0.265760503958113,TRUE,0.947000000000116,FALSE,"adaptive",171
"n_iter",NA,145.5,104,167,NA,0.947000000000116,FALSE,"adaptive",171
"mu",100,86.2459243482447,36.2965082884417,206.333386304357,TRUE,5.45299999999997,FALSE,"fixed",171
"alpha",1,1.02770692812592,0.772120293748135,1.36435013815896,TRUE,5.45299999999997,FALSE,"fixed",171
"beta",9,7.44645431647466,2.23620359271742,25.0416849282088,TRUE,5.45299999999997,FALSE,"fixed",171
"p_hat",0.1,0.121275356753535,0.0510752223833388,0.263698234541963,TRUE,5.45299999999997,FALSE,"fixed",171
"n_iter",NA,1000,1000,1000,NA,5.45299999999997,FALSE,"fixed",171
"mu",100,103.452064865927,33.5599933234517,272.10973371154,TRUE,1.02199999999993,FALSE,"adaptive",172
"alpha",1,0.953855414397521,0.696293772858907,1.24125421450746,TRUE,1.02199999999993,FALSE,"adaptive",172
"beta",9,8.73046210886787,1.95908136610838,30.1357505902374,TRUE,1.02199999999993,FALSE,"adaptive",172
"p_hat",0.1,0.0984948513001561,0.0372429015823795,0.267015009127064,TRUE,1.02199999999993,FALSE,"adaptive",172
"n_iter",NA,169.5,126,191,NA,1.02199999999993,FALSE,"adaptive",172
"mu",100,103.397533946638,39.2337181776015,327.957595647227,TRUE,5.32999999999993,FALSE,"fixed",172
"alpha",1,0.953794724252026,0.710654226070938,1.33569733243163,TRUE,5.32999999999993,FALSE,"fixed",172
"beta",9,8.72506087550315,2.39135762811421,37.5102529078824,TRUE,5.32999999999993,FALSE,"fixed",172
"p_hat",0.1,0.0985441630388775,0.0304620384078442,0.24221828256162,TRUE,5.32999999999993,FALSE,"fixed",172
"n_iter",NA,1000,1000,1000,NA,5.32999999999993,FALSE,"fixed",172
"mu",100,68.8181710213725,39.8380653829678,115.569166113644,TRUE,0.742999999999938,FALSE,"adaptive",173
"alpha",1,0.83590756753322,0.608985248334813,1.11528654752405,TRUE,0.742999999999938,FALSE,"adaptive",173
"beta",9,4.91505962216957,2.06048126886745,11.3149264526755,TRUE,0.742999999999938,FALSE,"adaptive",173
"p_hat",0.1,0.145350780131371,0.0845547834522196,0.238764546661636,TRUE,0.742999999999938,FALSE,"adaptive",173
"n_iter",NA,120.5,81,143,NA,0.742999999999938,FALSE,"adaptive",173
"mu",100,68.8388355486893,39.3102972269341,120.241095519421,TRUE,5.42700000000013,FALSE,"fixed",173
"alpha",1,0.835867595006244,0.62835222380593,1.10081106366384,TRUE,5.42700000000013,FALSE,"fixed",173
"beta",9,4.91667995341438,2.12780476940367,11.0912176912428,TRUE,5.42700000000013,FALSE,"fixed",173
"p_hat",0.1,0.145303900223429,0.0857256178547363,0.246140143174691,TRUE,5.42700000000013,FALSE,"fixed",173
"n_iter",NA,1000,1000,1000,NA,5.42700000000013,FALSE,"fixed",173
"mu",100,105.043046676017,32.3418743656136,348.432192325871,TRUE,1.06700000000001,FALSE,"adaptive",174
"alpha",1,1.11593792030062,0.840940770682826,1.48675351757426,TRUE,1.06700000000001,FALSE,"adaptive",174
"beta",9,9.84014473371696,2.23741965171331,46.0604719024725,TRUE,1.06700000000001,FALSE,"adaptive",174
"p_hat",0.1,0.10185555873763,0.0297084608278998,0.295661038028344,TRUE,1.06700000000001,FALSE,"adaptive",174
"n_iter",NA,171.5,132,193,NA,1.06700000000001,FALSE,"adaptive",174
"mu",100,105.029767251746,35.8878994704668,336.984628935192,TRUE,5.52199999999993,FALSE,"fixed",174
"alpha",1,1.11596860995106,0.821059894779908,1.51545361379275,TRUE,5.52199999999993,FALSE,"fixed",174
"beta",9,9.83923004031282,2.51180719208497,45.6070464340693,TRUE,5.52199999999993,FALSE,"fixed",174
"p_hat",0.1,0.101866579108009,0.0312045645802975,0.271211361357286,TRUE,5.52199999999993,FALSE,"fixed",174
"n_iter",NA,1000,1000,1000,NA,5.52199999999993,FALSE,"fixed",174
"mu",100,19223.1973050436,6445.56784344204,57428.1265744323,FALSE,80.7960000000003,FALSE,"adaptive",175
"alpha",1,1.18914201878079,0.974117170867588,1.46731002059241,TRUE,80.7960000000003,FALSE,"adaptive",175
"beta",9,2290.41448317011,723.907721883567,6545.46050844648,FALSE,80.7960000000003,FALSE,"adaptive",175
"p_hat",0.1,0.00051891261023938,0.000177218264169138,0.00157423430180573,FALSE,80.7960000000003,FALSE,"adaptive",175
"n_iter",NA,20000,20000,20000,NA,80.7960000000003,FALSE,"adaptive",175
"mu",100,866.411297539917,572.024684965756,1388.86557841724,FALSE,5.69799999999987,FALSE,"fixed",175
"alpha",1,1.16854329397098,0.952135280710694,1.42946682342358,TRUE,5.69799999999987,FALSE,"fixed",175
"beta",9,100.462722739861,62.3468691331579,166.572241160322,FALSE,5.69799999999987,FALSE,"fixed",175
"p_hat",0.1,0.0114978720582108,0.00735103540812371,0.0170568570629644,FALSE,5.69799999999987,FALSE,"fixed",175
"n_iter",NA,1000,1000,1000,NA,5.69799999999987,FALSE,"fixed",175
"mu",100,62.8931039843978,38.4906947975946,109.869669520327,TRUE,0.725999999999658,FALSE,"adaptive",176
"alpha",1,0.76719208098449,0.551644163919191,1.04542955697073,TRUE,0.725999999999658,FALSE,"adaptive",176
"beta",9,4.19721280749171,1.89678215970455,10.3304812804926,TRUE,0.725999999999658,FALSE,"adaptive",176
"p_hat",0.1,0.154538579793393,0.0866493786991728,0.24129966319826,TRUE,0.725999999999658,FALSE,"adaptive",176
"n_iter",NA,111.5,81,134,NA,0.725999999999658,FALSE,"adaptive",176
"mu",100,62.8661625896469,37.5779534345571,105.494223938671,TRUE,5.16600000000017,FALSE,"fixed",176
"alpha",1,0.766982319736659,0.578884113319831,1.06725884080998,TRUE,5.16600000000017,FALSE,"fixed",176
"beta",9,4.19410261818987,1.92286506379958,9.74317282919771,TRUE,5.16600000000017,FALSE,"fixed",176
"p_hat",0.1,0.154599715452003,0.0951902288914464,0.245899821479614,TRUE,5.16600000000017,FALSE,"fixed",176
"n_iter",NA,1000,1000,1000,NA,5.16600000000017,FALSE,"fixed",176
"mu",100,19220.3259778646,5814.40264596484,58037.3222205639,FALSE,87.8200000000002,FALSE,"adaptive",177
"alpha",1,1.27412928473928,1.02753849250453,1.55429671412277,FALSE,87.8200000000002,FALSE,"adaptive",177
"beta",9,2484.18094119557,680.162895054795,7895.00097418673,FALSE,87.8200000000002,FALSE,"adaptive",177
"p_hat",0.1,0.000512634205249607,0.000171232798616444,0.00175439547848671,FALSE,87.8200000000002,FALSE,"adaptive",177
"n_iter",NA,20000,20000,20000,NA,87.8200000000002,FALSE,"adaptive",177
"mu",100,862.806907888872,468.769657119282,1631.69711871158,FALSE,6.50700000000006,FALSE,"fixed",177
"alpha",1,1.25383524402906,1.04427969118503,1.54676438895945,FALSE,6.50700000000006,FALSE,"fixed",177
"beta",9,108.661926763967,58.0442713935215,225.435320722503,FALSE,6.50700000000006,FALSE,"fixed",177
"p_hat",0.1,0.0114072378803856,0.00621630961942986,0.0212606989649652,FALSE,6.50700000000006,FALSE,"fixed",177
"n_iter",NA,1000,1000,1000,NA,6.50700000000006,FALSE,"fixed",177
"mu",100,187.808059297366,13.9948700853658,4033.39090825826,TRUE,3.39600000000019,FALSE,"adaptive",178
"alpha",1,1.24677695721351,0.930745284119267,1.72443740700145,TRUE,3.39600000000019,FALSE,"adaptive",178
"beta",9,22.1625564401933,1.12728398770996,700.841723958941,TRUE,3.39600000000019,FALSE,"adaptive",178
"p_hat",0.1,0.053259823167439,0.00222332790180971,0.457521664144638,TRUE,3.39600000000019,FALSE,"adaptive",178
